,mapping_framework,mapping_framework_version,capability_group,capability_id,,capability_description,mapping_type,attack_object_id,attack_object_name,attack_version,technology_domain,references,comments,organization,creation_date,last_update
135,veris,1.3.7,action.malware,action.malware.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.002,Hide Artifacts: Hidden Users,12.1,enterprise,[],,,4/6/23,4/6/23
136,veris,1.3.7,action.social,action.social.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.002,Hide Artifacts: Hidden Users,12.1,enterprise,[],,,4/6/23,4/6/23
137,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1564.003,Hide Artifacts: Hidden Window,12.1,enterprise,[],,,4/6/23,4/6/23
138,veris,1.3.7,action.hacking,action.hacking.variety.Evade Defenses,37,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.003,Hide Artifacts: Hidden Window,12.1,enterprise,[],,,4/6/23,4/6/23
139,veris,1.3.7,action.malware,action.malware.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.003,Hide Artifacts: Hidden Window,12.1,enterprise,[],,,4/6/23,4/6/23
140,veris,1.3.7,action.social,action.social.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.003,Hide Artifacts: Hidden Window,12.1,enterprise,[],,,4/6/23,4/6/23
141,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1564.004,Hide Artifacts: NTFS File Attributes,12.1,enterprise,[],,,4/6/23,4/6/23
142,veris,1.3.7,action.hacking,action.hacking.variety.Evade Defenses,37,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.004,Hide Artifacts: NTFS File Attributes,12.1,enterprise,[],,,4/6/23,4/6/23
143,veris,1.3.7,action.malware,action.malware.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.004,Hide Artifacts: NTFS File Attributes,12.1,enterprise,[],,,4/6/23,4/6/23
144,veris,1.3.7,action.social,action.social.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.004,Hide Artifacts: NTFS File Attributes,12.1,enterprise,[],,,4/6/23,4/6/23
145,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1564.005,Hide Artifacts: Hidden File System,12.1,enterprise,[],,,4/6/23,4/6/23
146,veris,1.3.7,action.hacking,action.hacking.variety.Evade Defenses,37,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.005,Hide Artifacts: Hidden File System,12.1,enterprise,[],,,4/6/23,4/6/23
147,veris,1.3.7,action.malware,action.malware.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.005,Hide Artifacts: Hidden File System,12.1,enterprise,[],,,4/6/23,4/6/23
148,veris,1.3.7,action.social,action.social.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.005,Hide Artifacts: Hidden File System,12.1,enterprise,[],,,4/6/23,4/6/23
149,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1564.006,Hide Artifacts: Run Virtual Instance,12.1,enterprise,[],,,4/6/23,4/6/23
150,veris,1.3.7,action.hacking,action.hacking.variety.Evade Defenses,37,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.006,Hide Artifacts: Run Virtual Instance,12.1,enterprise,[],,,4/6/23,4/6/23
151,veris,1.3.7,action.malware,action.malware.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.006,Hide Artifacts: Run Virtual Instance,12.1,enterprise,[],,,4/6/23,4/6/23
152,veris,1.3.7,action.social,action.social.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.006,Hide Artifacts: Run Virtual Instance,12.1,enterprise,[],,,4/6/23,4/6/23
153,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1564.007,Hide Artifacts: VBA Stomping,12.1,enterprise,[],,,4/6/23,4/6/23
154,veris,1.3.7,action.hacking,action.hacking.variety.Evade Defenses,37,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.007,Hide Artifacts: VBA Stomping,12.1,enterprise,[],,,4/6/23,4/6/23
155,veris,1.3.7,action.malware,action.malware.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.007,Hide Artifacts: VBA Stomping,12.1,enterprise,[],,,4/6/23,4/6/23
156,veris,1.3.7,action.malware,action.malware.variety.Trojan,3,An application which appears legitimate but hides malicious functionality. Child of 'RAT' when combined with 'Backdoor',related-to,T1564.007,Hide Artifacts: VBA Stomping,12.1,enterprise,[],,,4/6/23,4/6/23
157,veris,1.3.7,action.social,action.social.variety.Evade Defenses,14,"Modification of the action (rather than the system, as in 'Disable controls') to avoid detection.",related-to,T1564.007,Hide Artifacts: VBA Stomping,12.1,enterprise,[],,,4/6/23,4/6/23
158,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1569,System Services,12.1,enterprise,[],,,4/6/23,4/6/23
159,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1569.001,System Services: Launchctl,12.1,enterprise,[],,,4/6/23,4/6/23
160,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1569.002,System Services: Service Execution,12.1,enterprise,[],,,4/6/23,4/6/23
161,veris,1.3.7,action.malware,action.malware.vector.Direct install,2,Directly installed or inserted by threat agent (after system access),related-to,T1569.002,System Services: Service Execution,12.1,enterprise,[],,,4/6/23,4/6/23
162,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1578,Modify Cloud Computer Infrastructure,12.1,enterprise,[],,,4/6/23,4/6/23
163,veris,1.3.7,action.hacking,action.hacking.vector.Hypervisor,2,Hypervisor break-out attack,related-to,T1578,Modify Cloud Computer Infrastructure,12.1,enterprise,[],,,4/6/23,4/6/23
164,veris,1.3.7,action.hacking,action.hacking.vector.Inter-tenant,2,Penetration of another VM or web site on shared device or infrastructure,related-to,T1578,Modify Cloud Computer Infrastructure,12.1,enterprise,[],,,4/6/23,4/6/23
165,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1578.001,Modify Cloud Computer Infrastructure: Create Snapshot,12.1,enterprise,[],,,4/6/23,4/6/23
166,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1578.002,Modify Cloud Computer Infrastructure: Create Cloud Instance,12.1,enterprise,[],,,4/6/23,4/6/23
167,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1578.003,Modify Cloud Computer Infrastructure: Delete Cloud Instance,12.1,enterprise,[],,,4/6/23,4/6/23
168,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1578.004,Modify Cloud Computer Infrastructure: Revert Cloud Instance,12.1,enterprise,[],,,4/6/23,4/6/23
169,veris,1.3.7,action.hacking,action.hacking.variety.Abuse of functionality,84,Abuse of functionality.,related-to,T1609,Container Administration Command,12.1,enterprise,[],,,4/6/23,4/6/23
170,veris,1.3.7,action.hacking,action.hacking.variety.Backdoor,12,Hacking action that creates a backdoor for use.,related-to,T1098,Account Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
171,veris,1.3.7,action.hacking,action.hacking.vector.Backdoor,12,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1098,Account Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
172,veris,1.3.7,action.malware,action.malware.variety.Backdoor,13,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1098,Account Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
173,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1098,Account Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
174,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify privileges,11,Modified privileges or permissions,related-to,T1098,Account Manipulation,12.1,enterprise,[],,,4/6/23,4/6/23
175,veris,1.3.7,action.hacking,action.hacking.variety.Backdoor,12,Hacking action that creates a backdoor for use.,related-to,T1037,Boot or Logon Initialization Scripts,12.1,enterprise,[],,,4/6/23,4/6/23
176,veris,1.3.7,action.hacking,action.hacking.vector.Backdoor,12,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1037,Boot or Logon Initialization Scripts,12.1,enterprise,[],,,4/6/23,4/6/23
177,veris,1.3.7,action.malware,action.malware.variety.Backdoor,13,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1037,Boot or Logon Initialization Scripts,12.1,enterprise,[],,,4/6/23,4/6/23
178,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1037,Boot or Logon Initialization Scripts,12.1,enterprise,[],,,4/6/23,4/6/23
179,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Modify configuration,27,Modified configuration or services,related-to,T1037,Boot or Logon Initialization Scripts,12.1,enterprise,[],,,4/6/23,4/6/23
180,veris,1.3.7,action.hacking,action.hacking.variety.Backdoor,12,Hacking action that creates a backdoor for use.,related-to,T1554,Compromise Client Software Binary,12.1,enterprise,[],,,4/6/23,4/6/23
181,veris,1.3.7,action.hacking,action.hacking.vector.Backdoor,12,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1554,Compromise Client Software Binary,12.1,enterprise,[],,,4/6/23,4/6/23
182,veris,1.3.7,action.malware,action.malware.variety.Adminware,3,"System or network utilities (e.g., PsTools, Netcat)",related-to,T1554,Compromise Client Software Binary,12.1,enterprise,[],,,4/6/23,4/6/23
183,veris,1.3.7,action.malware,action.malware.variety.Backdoor,13,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1554,Compromise Client Software Binary,12.1,enterprise,[],,,4/6/23,4/6/23
184,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1554,Compromise Client Software Binary,12.1,enterprise,[],,,4/6/23,4/6/23
185,veris,1.3.7,action.malware,action.malware.variety.Trojan,3,An application which appears legitimate but hides malicious functionality. Child of 'RAT' when combined with 'Backdoor',related-to,T1554,Compromise Client Software Binary,12.1,enterprise,[],,,4/6/23,4/6/23
186,veris,1.3.7,action.hacking,action.hacking.variety.Backdoor,12,Hacking action that creates a backdoor for use.,related-to,T1136,Create Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
187,veris,1.3.7,action.hacking,action.hacking.vector.Backdoor,12,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1136,Create Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
188,veris,1.3.7,action.malware,action.malware.variety.Modify data,2,Malware which compromises a legitimate file rather than creating new filess,related-to,T1136,Create Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
189,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Created account,4,Created new user account,related-to,T1136,Create Accounts,12.1,enterprise,[],,,4/6/23,4/6/23
190,veris,1.3.7,action.hacking,action.hacking.variety.Backdoor,12,Hacking action that creates a backdoor for use.,related-to,T1546,Event Triggered Execution,12.1,enterprise,[],,,4/6/23,4/6/23
191,veris,1.3.7,action.hacking,action.hacking.variety.XML injection,2,XML injection. Child of 'Exploit vuln'.,related-to,T1546,Event Triggered Execution,12.1,enterprise,[],,,4/6/23,4/6/23
192,veris,1.3.7,action.hacking,action.hacking.vector.Backdoor,12,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1546,Event Triggered Execution,12.1,enterprise,[],,,4/6/23,4/6/23
193,veris,1.3.7,action.malware,action.malware.variety.Backdoor,13,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1546,Event Triggered Execution,12.1,enterprise,[],,,4/6/23,4/6/23
194,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1546,Event Triggered Execution,12.1,enterprise,[],,,4/6/23,4/6/23
195,veris,1.3.7,attribute.integrity,attribute.integrity.variety.Alter behavior,17,Influence or alter human behavior,related-to,T1546,Event Triggered Execution,12.1,enterprise,[],,,4/6/23,4/6/23
196,veris,1.3.7,action.hacking,action.hacking.variety.Backdoor,12,Hacking action that creates a backdoor for use.,related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
197,veris,1.3.7,action.hacking,action.hacking.variety.Use of stolen creds,32,Use of stolen or default authentication credentials (including credential stuffing),related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
198,veris,1.3.7,action.hacking,action.hacking.vector.3rd party desktop,1,"3rd party online desktop sharing (LogMeIn, Go2Assist)",related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
199,veris,1.3.7,action.hacking,action.hacking.vector.Backdoor,12,Hacking actions taken through a backdoor.  C2 is only used by malware.,related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
200,veris,1.3.7,action.hacking,action.hacking.vector.Desktop sharing software,4,Superset of 'Desktop sharing' and '3rd party desktop'.  Please use in place of the other two,related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
201,veris,1.3.7,action.hacking,action.hacking.vector.VPN,1,VPN,related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
202,veris,1.3.7,action.malware,action.malware.variety.Backdoor,13,Malware creates a backdoor capability for hacking. Child of 'RAT' when combined with 'Trojan'. Child of 'Backdoor or C2'.,related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
203,veris,1.3.7,action.malware,action.malware.variety.Backdoor or C2,48,"Malware creates a remote control capability, but it's unclear if it's a backdoor for hacking or C2 for malware. Parent of 'C2' and 'Backdoor'.",related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
204,veris,1.3.7,action.malware,action.malware.vector.Remote injection,1,Remotely injected by agent (i.e. via SQLi),related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
205,veris,1.3.7,action.malware,action.malware.vector.Web application,1,Web application. Parent of 'Web application - download' and 'Web application - drive-by.,related-to,T1133,External Remote Services,12.1,enterprise,[],,,4/6/23,4/6/23
